"p","t","y","e","d","i","expected_years_saved","expected_years_saved_U","infs","prob_success","benefit","ratio"
0.15,4,10,0.5,0.1,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,205127.053964269,668.792271151246
0.15,4,10,0.5,0.1,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,75972.9829497292,247.700841167128
0.15,4,10,0.5,0.2,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,410254.107928538,1337.58454230249
0.15,4,10,0.5,0.2,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,151945.965899458,495.401682334256
0.15,4,10,0.5,0.3,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,615381.161892806,2006.37681345374
0.15,4,10,0.5,0.3,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,227918.948849188,743.102523501384
0.15,4,10,0.5,0.4,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,820508.215857075,2675.16908460498
0.15,4,10,0.5,0.4,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,303891.931798917,990.803364668512
0.15,4,10,0.5,0.5,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,1025635.26982134,3343.96135575623
0.15,4,10,0.5,0.5,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,379864.914748646,1238.50420583564
0.15,4,10,0.5,0.6,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,1230762.32378561,4012.75362690747
0.15,4,10,0.5,0.6,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,455837.897698375,1486.20504700277
0.15,4,10,0.5,0.7,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,1435889.37774988,4681.54589805872
0.15,4,10,0.5,0.7,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,531810.880648104,1733.9058881699
0.15,4,10,0.5,0.8,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,1641016.43171415,5350.33816920997
0.15,4,10,0.5,0.8,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,607783.863597833,1981.60672933702
0.15,4,10,0.5,0.9,1350000,3.03891931798917,5.13220127872623,306.71265625,0.47799375,1846143.48567842,6019.13044036121
0.15,4,10,0.5,0.9,5e+05,3.03891931798917,5.13220127872623,306.71265625,0.47799375,683756.846547563,2229.30757050415
0.15,4,10,0.7,0.1,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,287177.875549976,951.132016228289
0.15,4,10,0.7,0.1,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,106362.176129621,352.271117121588
0.15,4,10,0.7,0.2,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,574355.751099953,1902.26403245658
0.15,4,10,0.7,0.2,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,212724.352259242,704.542234243177
0.15,4,10,0.7,0.3,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,861533.626649929,2853.39604868487
0.15,4,10,0.7,0.3,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,319086.528388863,1056.81335136477
0.15,4,10,0.7,0.4,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,1148711.50219991,3804.52806491316
0.15,4,10,0.7,0.4,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,425448.704518483,1409.08446848635
0.15,4,10,0.7,0.5,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,1435889.37774988,4755.66008114144
0.15,4,10,0.7,0.5,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,531810.880648104,1761.35558560794
0.15,4,10,0.7,0.6,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,1723067.25329986,5706.79209736973
0.15,4,10,0.7,0.6,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,638173.056777725,2113.62670272953
0.15,4,10,0.7,0.7,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,2010245.12884983,6657.92411359802
0.15,4,10,0.7,0.7,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,744535.232907346,2465.89781985112
0.15,4,10,0.7,0.8,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,2297423.00439981,7609.05612982631
0.15,4,10,0.7,0.8,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,850897.409036967,2818.16893697271
0.15,4,10,0.7,0.9,1350000,3.03891931798917,5.13220127872623,301.93271875,0.47799375,2584600.87994979,8560.1881460546
0.15,4,10,0.7,0.9,5e+05,3.03891931798917,5.13220127872623,301.93271875,0.47799375,957259.585166587,3170.4400540943
0.15,4,10,0.9,0.1,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,369228.697135684,1242.55507750084
0.15,4,10,0.9,0.1,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,136751.369309513,460.20558425957
0.15,4,10,0.9,0.2,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,738457.394271368,2485.11015500168
0.15,4,10,0.9,0.2,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,273502.738619025,920.411168519141
0.15,4,10,0.9,0.3,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,1107686.09140705,3727.66523250252
0.15,4,10,0.9,0.3,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,410254.107928538,1380.61675277871
0.15,4,10,0.9,0.4,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,1476914.78854274,4970.22031000336
0.15,4,10,0.9,0.4,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,547005.47723805,1840.82233703828
0.15,4,10,0.9,0.5,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,1846143.48567842,6212.7753875042
0.15,4,10,0.9,0.5,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,683756.846547563,2301.02792129785
0.15,4,10,0.9,0.6,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,2215372.1828141,7455.33046500504
0.15,4,10,0.9,0.6,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,820508.215857075,2761.23350555742
0.15,4,10,0.9,0.7,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,2584600.87994979,8697.88554250588
0.15,4,10,0.9,0.7,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,957259.585166588,3221.43908981699
0.15,4,10,0.9,0.8,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,2953829.57708547,9940.44062000672
0.15,4,10,0.9,0.8,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,1094010.9544761,3681.64467407656
0.15,4,10,0.9,0.9,1350000,3.03891931798917,5.13220127872623,297.15278125,0.47799375,3323058.27422115,11182.9956975076
0.15,4,10,0.9,0.9,5e+05,3.03891931798917,5.13220127872623,297.15278125,0.47799375,1230762.32378561,4141.85025833613
0.15,5,2.5,0.5,0.1,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,90339.0303400204,253.081869007064
0.15,5,2.5,0.5,0.1,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,33458.9001259335,93.7340255581719
0.15,5,2.5,0.5,0.2,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,180678.060680041,506.163738014128
0.15,5,2.5,0.5,0.2,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,66917.800251867,187.468051116344
0.15,5,2.5,0.5,0.3,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,271017.091020061,759.245607021192
0.15,5,2.5,0.5,0.3,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,100376.7003778,281.202076674516
0.15,5,2.5,0.5,0.4,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,361356.121360082,1012.32747602826
0.15,5,2.5,0.5,0.4,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,133835.600503734,374.936102232688
0.15,5,2.5,0.5,0.5,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,451695.151700102,1265.40934503532
0.15,5,2.5,0.5,0.5,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,167294.500629667,468.670127790859
0.15,5,2.5,0.5,0.6,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,542034.182040122,1518.49121404238
0.15,5,2.5,0.5,0.6,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,200753.400755601,562.404153349031
0.15,5,2.5,0.5,0.7,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,632373.212380143,1771.57308304945
0.15,5,2.5,0.5,0.7,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,234212.300881534,656.138178907203
0.15,5,2.5,0.5,0.8,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,722712.242720163,2024.65495205651
0.15,5,2.5,0.5,0.8,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,267671.201007468,749.872204465375
0.15,5,2.5,0.5,0.9,1350000,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,813051.273060184,2277.73682106358
0.15,5,2.5,0.5,0.9,5e+05,1.33835600503734,3.11764567166385,356.9557578125,0.5562946875,301130.101133401,843.606230023547
0.15,5,2.5,0.7,0.1,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,126474.642476029,359.923818983661
0.15,5,2.5,0.7,0.1,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,46842.4601763069,133.305118142097
0.15,5,2.5,0.7,0.2,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,252949.284952057,719.847637967322
0.15,5,2.5,0.7,0.2,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,93684.9203526138,266.610236284193
0.15,5,2.5,0.7,0.3,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,379423.927428086,1079.77145695098
0.15,5,2.5,0.7,0.3,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,140527.380528921,399.91535442629
0.15,5,2.5,0.7,0.4,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,505898.569904114,1439.69527593464
0.15,5,2.5,0.7,0.4,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,187369.840705228,533.220472568387
0.15,5,2.5,0.7,0.5,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,632373.212380143,1799.61909491831
0.15,5,2.5,0.7,0.5,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,234212.300881534,666.525590710483
0.15,5,2.5,0.7,0.6,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,758847.854856171,2159.54291390197
0.15,5,2.5,0.7,0.6,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,281054.761057841,799.83070885258
0.15,5,2.5,0.7,0.7,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,885322.4973322,2519.46673288563
0.15,5,2.5,0.7,0.7,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,327897.221234148,933.135826994677
0.15,5,2.5,0.7,0.8,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,1011797.13980823,2879.39055186929
0.15,5,2.5,0.7,0.8,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,374739.681410455,1066.44094513677
0.15,5,2.5,0.7,0.9,1350000,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,1138271.78228426,3239.31437085295
0.15,5,2.5,0.7,0.9,5e+05,1.33835600503734,3.11764567166385,351.3928109375,0.5562946875,421582.141586762,1199.74606327887
0.15,5,2.5,0.9,0.1,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,162610.254612037,470.203043490336
0.15,5,2.5,0.9,0.1,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,60226.0202266803,174.149275366791
0.15,5,2.5,0.9,0.2,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,325220.509224074,940.406086980673
0.15,5,2.5,0.9,0.2,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,120452.040453361,348.298550733582
0.15,5,2.5,0.9,0.3,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,487830.76383611,1410.60913047101
0.15,5,2.5,0.9,0.3,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,180678.060680041,522.447826100374
0.15,5,2.5,0.9,0.4,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,650441.018448147,1880.81217396135
0.15,5,2.5,0.9,0.4,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,240904.080906721,696.597101467165
0.15,5,2.5,0.9,0.5,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,813051.273060184,2351.01521745168
0.15,5,2.5,0.9,0.5,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,301130.101133401,870.746376833956
0.15,5,2.5,0.9,0.6,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,975661.52767222,2821.21826094202
0.15,5,2.5,0.9,0.6,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,361356.121360082,1044.89565220075
0.15,5,2.5,0.9,0.7,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,1138271.78228426,3291.42130443235
0.15,5,2.5,0.9,0.7,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,421582.141586762,1219.04492756754
0.15,5,2.5,0.9,0.8,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,1300882.03689629,3761.62434792269
0.15,5,2.5,0.9,0.8,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,481808.161813442,1393.19420293433
0.15,5,2.5,0.9,0.9,1350000,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,1463492.29150833,4231.82739141303
0.15,5,2.5,0.9,0.9,5e+05,1.33835600503734,3.11764567166385,345.8298640625,0.5562946875,542034.182040123,1567.34347830112
0.15,5,5,0.5,0.1,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,160762.307953166,450.370401470342
0.15,5,5,0.5,0.1,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,59541.5955382095,166.803852396423
0.15,5,5,0.5,0.2,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,321524.615906331,900.740802940683
0.15,5,5,0.5,0.2,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,119083.191076419,333.607704792846
0.15,5,5,0.5,0.3,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,482286.923859497,1351.11120441102
0.15,5,5,0.5,0.3,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,178624.786614629,500.411557189268
0.15,5,5,0.5,0.4,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,643049.231812663,1801.48160588137
0.15,5,5,0.5,0.4,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,238166.382152838,667.215409585691
0.15,5,5,0.5,0.5,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,803811.539765828,2251.85200735171
0.15,5,5,0.5,0.5,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,297707.977691047,834.019261982114
0.15,5,5,0.5,0.6,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,964573.847718994,2702.22240882205
0.15,5,5,0.5,0.6,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,357249.573229257,1000.82311437854
0.15,5,5,0.5,0.7,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,1125336.15567216,3152.59281029239
0.15,5,5,0.5,0.7,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,416791.168767466,1167.62696677496
0.15,5,5,0.5,0.8,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,1286098.46362533,3602.96321176273
0.15,5,5,0.5,0.8,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,476332.764305676,1334.43081917138
0.15,5,5,0.5,0.9,1350000,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,1446860.77157849,4053.33361323307
0.15,5,5,0.5,0.9,5e+05,2.38166382152838,4.16095348815489,356.9557578125,0.5562946875,535874.359843885,1501.23467156781
0.15,5,5,0.7,0.1,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,225067.231134432,640.500386259932
0.15,5,5,0.7,0.1,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,83358.2337534933,237.222365281456
0.15,5,5,0.7,0.2,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,450134.462268864,1281.00077251986
0.15,5,5,0.7,0.2,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,166716.467506987,474.444730562912
0.15,5,5,0.7,0.3,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,675201.693403296,1921.5011587798
0.15,5,5,0.7,0.3,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,250074.70126048,711.667095844369
0.15,5,5,0.7,0.4,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,900268.924537727,2562.00154503973
0.15,5,5,0.7,0.4,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,333432.935013973,948.889461125825
0.15,5,5,0.7,0.5,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,1125336.15567216,3202.50193129966
0.15,5,5,0.7,0.5,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,416791.168767466,1186.11182640728
0.15,5,5,0.7,0.6,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,1350403.38680659,3843.00231755959
0.15,5,5,0.7,0.6,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,500149.40252096,1423.33419168874
0.15,5,5,0.7,0.7,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,1575470.61794102,4483.50270381952
0.15,5,5,0.7,0.7,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,583507.636274453,1660.55655697019
0.15,5,5,0.7,0.8,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,1800537.84907545,5124.00309007945
0.15,5,5,0.7,0.8,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,666865.870027946,1897.77892225165
0.15,5,5,0.7,0.9,1350000,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,2025605.08020989,5764.50347633939
0.15,5,5,0.7,0.9,5e+05,2.38166382152838,4.16095348815489,351.3928109375,0.5562946875,750224.10378144,2135.00128753311
0.15,5,5,0.9,0.1,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,289372.154315698,836.747153402002
0.15,5,5,0.9,0.1,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,107174.871968777,309.906353111853
0.15,5,5,0.9,0.2,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,578744.308631396,1673.494306804
0.15,5,5,0.9,0.2,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,214349.743937554,619.812706223705
0.15,5,5,0.9,0.3,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,868116.462947094,2510.24146020601
0.15,5,5,0.9,0.3,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,321524.615906331,929.719059335558
0.15,5,5,0.9,0.4,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,1157488.61726279,3346.98861360801
0.15,5,5,0.9,0.4,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,428699.487875108,1239.62541244741
0.15,5,5,0.9,0.5,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,1446860.77157849,4183.73576701001
0.15,5,5,0.9,0.5,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,535874.359843885,1549.53176555926
0.15,5,5,0.9,0.6,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,1736232.92589419,5020.48292041201
0.15,5,5,0.9,0.6,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,643049.231812662,1859.43811867112
0.15,5,5,0.9,0.7,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,2025605.08020989,5857.23007381401
0.15,5,5,0.9,0.7,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,750224.10378144,2169.34447178297
0.15,5,5,0.9,0.8,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,2314977.23452559,6693.97722721602
0.15,5,5,0.9,0.8,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,857398.975750217,2479.25082489482
0.15,5,5,0.9,0.9,1350000,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,2604349.38884128,7530.72438061802
0.15,5,5,0.9,0.9,5e+05,2.38166382152838,4.16095348815489,345.8298640625,0.5562946875,964573.847718994,2789.15717800667
0.15,5,7.5,0.5,0.1,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,216228.063136641,605.755919057679
0.15,5,7.5,0.5,0.1,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,80084.4678283856,224.354044095437
0.15,5,7.5,0.5,0.2,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,432456.126273282,1211.51183811536
0.15,5,7.5,0.5,0.2,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,160168.935656771,448.708088190873
0.15,5,7.5,0.5,0.3,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,648684.189409924,1817.26775717304
0.15,5,7.5,0.5,0.3,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,240253.403485157,673.06213228631
0.15,5,7.5,0.5,0.4,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,864912.252546565,2423.02367623072
0.15,5,7.5,0.5,0.4,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,320337.871313543,897.416176381747
0.15,5,7.5,0.5,0.5,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,1081140.31568321,3028.7795952884
0.15,5,7.5,0.5,0.5,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,400422.339141928,1121.77022047718
0.15,5,7.5,0.5,0.6,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,1297368.37881985,3634.53551434607
0.15,5,7.5,0.5,0.6,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,480506.806970314,1346.12426457262
0.15,5,7.5,0.5,0.7,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,1513596.44195649,4240.29143340375
0.15,5,7.5,0.5,0.7,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,560591.274798699,1570.47830866806
0.15,5,7.5,0.5,0.8,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,1729824.50509313,4846.04735246143
0.15,5,7.5,0.5,0.8,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,640675.742627085,1794.83235276349
0.15,5,7.5,0.5,0.9,1350000,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,1946052.56822977,5451.80327151911
0.15,5,7.5,0.5,0.9,5e+05,3.20337871313543,4.98266837976193,356.9557578125,0.5562946875,720760.210455471,2019.18639685893
0.15,5,7.5,0.7,0.1,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,302719.288391298,861.484011535855
0.15,5,7.5,0.7,0.1,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,112118.25495974,319.068152420687
0.15,5,7.5,0.7,0.2,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,605438.576782595,1722.96802307171
0.15,5,7.5,0.7,0.2,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,224236.50991948,638.136304841374
0.15,5,7.5,0.7,0.3,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,908157.865173893,2584.45203460756
0.15,5,7.5,0.7,0.3,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,336354.76487922,957.204457262061
0.15,5,7.5,0.7,0.4,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,1210877.15356519,3445.93604614342
0.15,5,7.5,0.7,0.4,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,448473.01983896,1276.27260968275
0.15,5,7.5,0.7,0.5,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,1513596.44195649,4307.42005767927
0.15,5,7.5,0.7,0.5,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,560591.274798699,1595.34076210343
0.15,5,7.5,0.7,0.6,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,1816315.73034779,5168.90406921513
0.15,5,7.5,0.7,0.6,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,672709.529758439,1914.40891452412
0.15,5,7.5,0.7,0.7,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,2119035.01873908,6030.38808075098
0.15,5,7.5,0.7,0.7,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,784827.784718179,2233.47706694481
0.15,5,7.5,0.7,0.8,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,2421754.30713038,6891.87209228684
0.15,5,7.5,0.7,0.8,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,896946.039677919,2552.5452193655
0.15,5,7.5,0.7,0.9,1350000,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,2724473.59552168,7753.35610382269
0.15,5,7.5,0.7,0.9,5e+05,3.20337871313543,4.98266837976193,351.3928109375,0.5562946875,1009064.29463766,2871.61337178618
0.15,5,7.5,0.9,0.1,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,389210.513645954,1125.43928125193
0.15,5,7.5,0.9,0.1,5e+05,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,144152.042091094,416.829363426642
0.15,5,7.5,0.9,0.2,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,778421.027291908,2250.87856250387
0.15,5,7.5,0.9,0.2,5e+05,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,288304.084182188,833.658726853285
0.15,5,7.5,0.9,0.3,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,1167631.54093786,3376.3178437558
0.15,5,7.5,0.9,0.3,5e+05,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,432456.126273282,1250.48809027993
0.15,5,7.5,0.9,0.4,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,1556842.05458382,4501.75712500774
0.15,5,7.5,0.9,0.4,5e+05,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,576608.168364377,1667.31745370657
0.15,5,7.5,0.9,0.5,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,1946052.56822977,5627.19640625967
0.15,5,7.5,0.9,0.5,5e+05,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,720760.210455471,2084.14681713321
0.15,5,7.5,0.9,0.6,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,2335263.08187572,6752.63568751161
0.15,5,7.5,0.9,0.6,5e+05,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,864912.252546565,2500.97618055985
0.15,5,7.5,0.9,0.7,1350000,3.20337871313543,4.98266837976193,345.8298640625,0.5562946875,2724473.59552168,7878.07496876354
