"p","t","y","e","d","i","expected_years_saved","expected_years_saved_U","infs","prob_success","benefit","ratio"
0.05,1,5,0.7,0.2,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,17844.3260852649,181.621639544681
0.05,1,5,0.7,0.2,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,6609.00966120921,67.2672739054372
0.05,1,5,0.7,0.3,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,26766.4891278973,272.432459317021
0.05,1,5,0.7,0.3,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,9913.51449181381,100.900910858156
0.05,1,5,0.7,0.4,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,35688.6521705297,363.243279089361
0.05,1,5,0.7,0.4,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,13218.0193224184,134.534547810874
0.05,1,5,0.7,0.5,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,44610.8152131621,454.054098861701
0.05,1,5,0.7,0.5,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,16522.524153023,168.168184763593
0.05,1,5,0.7,0.6,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,53532.9782557946,544.864918634041
0.05,1,5,0.7,0.6,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,19827.0289836276,201.801821716312
0.05,1,5,0.7,0.7,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,62455.141298427,635.675738406382
0.05,1,5,0.7,0.7,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,23131.5338142322,235.43545866903
0.05,1,5,0.7,0.8,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,71377.3043410595,726.486558178722
0.05,1,5,0.7,0.8,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,26436.0386448368,269.069095621749
0.05,1,5,0.7,0.9,1350000,0.0944144237315601,1.8882884746312,98.25,0.05,80299.4673836919,817.297377951062
0.05,1,5,0.7,0.9,5e+05,0.0944144237315601,1.8882884746312,98.25,0.05,29740.5434754414,302.702732574468
0.05,1,5,0.9,0.1,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,11471.3524833846,117.353989599842
0.05,1,5,0.9,0.1,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,4248.64906792021,43.4644405925341
0.05,1,5,0.9,0.2,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,22942.7049667691,234.707979199684
0.05,1,5,0.9,0.2,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,8497.29813584041,86.9288811850681
0.05,1,5,0.9,0.3,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,34414.0574501537,352.061968799526
0.05,1,5,0.9,0.3,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,12745.9472037606,130.393321777602
0.05,1,5,0.9,0.4,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,45885.4099335382,469.415958399368
0.05,1,5,0.9,0.4,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,16994.5962716808,173.857762370136
0.05,1,5,0.9,0.5,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,57356.7624169228,586.76994799921
0.05,1,5,0.9,0.5,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,21243.245339601,217.32220296267
0.05,1,5,0.9,0.6,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,68828.1149003073,704.123937599052
0.05,1,5,0.9,0.6,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,25491.8944075212,260.786643555204
0.05,1,5,0.9,0.7,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,80299.4673836919,821.477927198894
0.05,1,5,0.9,0.7,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,29740.5434754414,304.251084147739
0.05,1,5,0.9,0.8,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,91770.8198670765,938.831916798736
0.05,1,5,0.9,0.8,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,33989.1925433616,347.715524740273
0.05,1,5,0.9,0.9,1350000,0.0944144237315601,1.8882884746312,97.75,0.05,103242.172350461,1056.18590639858
0.05,1,5,0.9,0.9,5e+05,0.0944144237315601,1.8882884746312,97.75,0.05,38237.8416112818,391.179965332807
0.05,1,7.5,0.5,0.1,1350000,0.136495578344594,2.72991156689188,98.75,0.05,9213.45153826009,93.3007750709883
0.05,1,7.5,0.5,0.1,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,3412.38945861485,34.5558426188845
0.05,1,7.5,0.5,0.2,1350000,0.136495578344594,2.72991156689188,98.75,0.05,18426.9030765202,186.601550141977
0.05,1,7.5,0.5,0.2,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,6824.7789172297,69.1116852377691
0.05,1,7.5,0.5,0.3,1350000,0.136495578344594,2.72991156689188,98.75,0.05,27640.3546147803,279.902325212965
0.05,1,7.5,0.5,0.3,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,10237.1683758445,103.667527856654
0.05,1,7.5,0.5,0.4,1350000,0.136495578344594,2.72991156689188,98.75,0.05,36853.8061530404,373.203100283953
0.05,1,7.5,0.5,0.4,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,13649.5578344594,138.223370475538
0.05,1,7.5,0.5,0.5,1350000,0.136495578344594,2.72991156689188,98.75,0.05,46067.2576913005,466.503875354941
0.05,1,7.5,0.5,0.5,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,17061.9472930742,172.779213094423
0.05,1,7.5,0.5,0.6,1350000,0.136495578344594,2.72991156689188,98.75,0.05,55280.7092295605,559.80465042593
0.05,1,7.5,0.5,0.6,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,20474.3367516891,207.335055713307
0.05,1,7.5,0.5,0.7,1350000,0.136495578344594,2.72991156689188,98.75,0.05,64494.1607678206,653.105425496918
0.05,1,7.5,0.5,0.7,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,23886.7262103039,241.890898332192
0.05,1,7.5,0.5,0.8,1350000,0.136495578344594,2.72991156689188,98.75,0.05,73707.6123060807,746.406200567906
0.05,1,7.5,0.5,0.8,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,27299.1156689188,276.446740951076
0.05,1,7.5,0.5,0.9,1350000,0.136495578344594,2.72991156689188,98.75,0.05,82921.0638443408,839.706975638894
0.05,1,7.5,0.5,0.9,5e+05,0.136495578344594,2.72991156689188,98.75,0.05,30711.5051275336,311.002583569961
0.05,1,7.5,0.7,0.1,1350000,0.136495578344594,2.72991156689188,98.25,0.05,12898.8321535641,131.285823445945
0.05,1,7.5,0.7,0.1,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,4777.34524206079,48.6243790540538
0.05,1,7.5,0.7,0.2,1350000,0.136495578344594,2.72991156689188,98.25,0.05,25797.6643071283,262.571646891891
0.05,1,7.5,0.7,0.2,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,9554.69048412157,97.2487581081076
0.05,1,7.5,0.7,0.3,1350000,0.136495578344594,2.72991156689188,98.25,0.05,38696.4964606924,393.857470337836
0.05,1,7.5,0.7,0.3,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,14332.0357261824,145.873137162161
0.05,1,7.5,0.7,0.4,1350000,0.136495578344594,2.72991156689188,98.25,0.05,51595.3286142565,525.143293783781
0.05,1,7.5,0.7,0.4,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,19109.3809682431,194.497516216215
0.05,1,7.5,0.7,0.5,1350000,0.136495578344594,2.72991156689188,98.25,0.05,64494.1607678206,656.429117229727
0.05,1,7.5,0.7,0.5,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,23886.7262103039,243.121895270269
0.05,1,7.5,0.7,0.6,1350000,0.136495578344594,2.72991156689188,98.25,0.05,77392.9929213848,787.714940675672
0.05,1,7.5,0.7,0.6,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,28664.0714523647,291.746274324323
0.05,1,7.5,0.7,0.7,1350000,0.136495578344594,2.72991156689188,98.25,0.05,90291.8250749489,919.000764121617
0.05,1,7.5,0.7,0.7,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,33441.4166944255,340.370653378377
0.05,1,7.5,0.7,0.8,1350000,0.136495578344594,2.72991156689188,98.25,0.05,103190.657228513,1050.28658756756
0.05,1,7.5,0.7,0.8,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,38218.7619364863,388.99503243243
0.05,1,7.5,0.7,0.9,1350000,0.136495578344594,2.72991156689188,98.25,0.05,116089.489382077,1181.57241101351
0.05,1,7.5,0.7,0.9,5e+05,0.136495578344594,2.72991156689188,98.25,0.05,42996.1071785471,437.619411486484
0.05,1,7.5,0.9,0.1,1350000,0.136495578344594,2.72991156689188,97.75,0.05,16584.2127688682,169.65946566617
0.05,1,7.5,0.9,0.1,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,6142.30102550673,62.8368391356187
0.05,1,7.5,0.9,0.2,1350000,0.136495578344594,2.72991156689188,97.75,0.05,33168.4255377363,339.318931332341
0.05,1,7.5,0.9,0.2,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,12284.6020510135,125.673678271237
0.05,1,7.5,0.9,0.3,1350000,0.136495578344594,2.72991156689188,97.75,0.05,49752.6383066045,508.978396998512
0.05,1,7.5,0.9,0.3,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,18426.9030765202,188.510517406856
0.05,1,7.5,0.9,0.4,1350000,0.136495578344594,2.72991156689188,97.75,0.05,66336.8510754727,678.637862664682
0.05,1,7.5,0.9,0.4,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,24569.2041020269,251.347356542475
0.05,1,7.5,0.9,0.5,1350000,0.136495578344594,2.72991156689188,97.75,0.05,82921.0638443408,848.297328330852
0.05,1,7.5,0.9,0.5,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,30711.5051275336,314.184195678093
0.05,1,7.5,0.9,0.6,1350000,0.136495578344594,2.72991156689188,97.75,0.05,99505.276613209,1017.95679399702
0.05,1,7.5,0.9,0.6,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,36853.8061530404,377.021034813712
0.05,1,7.5,0.9,0.7,1350000,0.136495578344594,2.72991156689188,97.75,0.05,116089.489382077,1187.61625966319
0.05,1,7.5,0.9,0.7,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,42996.1071785471,439.857873949331
0.05,1,7.5,0.9,0.8,1350000,0.136495578344594,2.72991156689188,97.75,0.05,132673.702150945,1357.27572532936
0.05,1,7.5,0.9,0.8,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,49138.4082040538,502.69471308495
0.05,1,7.5,0.9,0.9,1350000,0.136495578344594,2.72991156689188,97.75,0.05,149257.914919813,1526.93519099553
0.05,1,7.5,0.9,0.9,5e+05,0.136495578344594,2.72991156689188,97.75,0.05,55280.7092295605,565.531552220568
0.05,1,10,0.5,0.1,1350000,0.175491301906708,3.50982603813417,98.75,0.05,11845.6628787028,119.956079784332
0.05,1,10,0.5,0.1,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,4387.28254766771,44.4281776979008
0.05,1,10,0.5,0.2,1350000,0.175491301906708,3.50982603813417,98.75,0.05,23691.3257574056,239.912159568665
0.05,1,10,0.5,0.2,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,8774.56509533542,88.8563553958017
0.05,1,10,0.5,0.3,1350000,0.175491301906708,3.50982603813417,98.75,0.05,35536.9886361084,359.868239352997
0.05,1,10,0.5,0.3,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,13161.8476430031,133.284533093703
0.05,1,10,0.5,0.4,1350000,0.175491301906708,3.50982603813417,98.75,0.05,47382.6515148113,479.824319137329
0.05,1,10,0.5,0.4,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,17549.1301906708,177.712710791603
0.05,1,10,0.5,0.5,1350000,0.175491301906708,3.50982603813417,98.75,0.05,59228.3143935141,599.780398921661
0.05,1,10,0.5,0.5,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,21936.4127383385,222.140888489504
0.05,1,10,0.5,0.6,1350000,0.175491301906708,3.50982603813417,98.75,0.05,71073.9772722169,719.736478705994
0.05,1,10,0.5,0.6,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,26323.6952860063,266.569066187405
0.05,1,10,0.5,0.7,1350000,0.175491301906708,3.50982603813417,98.75,0.05,82919.6401509197,839.692558490326
0.05,1,10,0.5,0.7,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,30710.977833674,310.997243885306
0.05,1,10,0.5,0.8,1350000,0.175491301906708,3.50982603813417,98.75,0.05,94765.3030296225,959.648638274658
0.05,1,10,0.5,0.8,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,35098.2603813417,355.425421583207
0.05,1,10,0.5,0.9,1350000,0.175491301906708,3.50982603813417,98.75,0.05,106610.965908325,1079.60471805899
0.05,1,10,0.5,0.9,5e+05,0.175491301906708,3.50982603813417,98.75,0.05,39485.5429290094,399.853599281108
0.05,1,10,0.7,0.1,1350000,0.175491301906708,3.50982603813417,98.25,0.05,16583.9280301839,168.793160612559
0.05,1,10,0.7,0.1,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,6142.19556673479,62.515985412059
0.05,1,10,0.7,0.2,1350000,0.175491301906708,3.50982603813417,98.25,0.05,33167.8560603679,337.586321225118
0.05,1,10,0.7,0.2,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,12284.3911334696,125.031970824118
0.05,1,10,0.7,0.3,1350000,0.175491301906708,3.50982603813417,98.25,0.05,49751.7840905518,506.379481837678
0.05,1,10,0.7,0.3,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,18426.5867002044,187.547956236177
0.05,1,10,0.7,0.4,1350000,0.175491301906708,3.50982603813417,98.25,0.05,66335.7121207357,675.172642450237
0.05,1,10,0.7,0.4,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,24568.7822669392,250.063941648236
0.05,1,10,0.7,0.5,1350000,0.175491301906708,3.50982603813417,98.25,0.05,82919.6401509197,843.965803062796
0.05,1,10,0.7,0.5,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,30710.977833674,312.579927060295
0.05,1,10,0.7,0.6,1350000,0.175491301906708,3.50982603813417,98.25,0.05,99503.5681811036,1012.75896367536
0.05,1,10,0.7,0.6,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,36853.1734004087,375.095912472354
0.05,1,10,0.7,0.7,1350000,0.175491301906708,3.50982603813417,98.25,0.05,116087.496211288,1181.55212428791
0.05,1,10,0.7,0.7,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,42995.3689671435,437.611897884413
0.05,1,10,0.7,0.8,1350000,0.175491301906708,3.50982603813417,98.25,0.05,132671.424241471,1350.34528490047
0.05,1,10,0.7,0.8,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,49137.5645338783,500.127883296472
0.05,1,10,0.7,0.9,1350000,0.175491301906708,3.50982603813417,98.25,0.05,149255.352271655,1519.13844551303
0.05,1,10,0.7,0.9,5e+05,0.175491301906708,3.50982603813417,98.25,0.05,55279.7601006131,562.64386870853
0.05,1,10,0.9,0.1,1350000,0.175491301906708,3.50982603813417,97.75,0.05,21322.1931816651,218.12985352087
0.05,1,10,0.9,0.1,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,7897.10858580188,80.7888346373593
0.05,1,10,0.9,0.2,1350000,0.175491301906708,3.50982603813417,97.75,0.05,42644.3863633301,436.25970704174
0.05,1,10,0.9,0.2,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,15794.2171716038,161.577669274719
0.05,1,10,0.9,0.3,1350000,0.175491301906708,3.50982603813417,97.75,0.05,63966.5795449952,654.389560562611
0.05,1,10,0.9,0.3,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,23691.3257574056,242.366503912078
0.05,1,10,0.9,0.4,1350000,0.175491301906708,3.50982603813417,97.75,0.05,85288.7727266603,872.519414083481
0.05,1,10,0.9,0.4,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,31588.4343432075,323.155338549437
0.05,1,10,0.9,0.5,1350000,0.175491301906708,3.50982603813417,97.75,0.05,106610.965908325,1090.64926760435
0.05,1,10,0.9,0.5,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,39485.5429290094,403.944173186797
0.05,1,10,0.9,0.6,1350000,0.175491301906708,3.50982603813417,97.75,0.05,127933.15908999,1308.77912112522
0.05,1,10,0.9,0.6,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,47382.6515148113,484.733007824156
0.05,1,10,0.9,0.7,1350000,0.175491301906708,3.50982603813417,97.75,0.05,149255.352271655,1526.90897464609
0.05,1,10,0.9,0.7,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,55279.7601006131,565.521842461515
0.05,1,10,0.9,0.8,1350000,0.175491301906708,3.50982603813417,97.75,0.05,170577.545453321,1745.03882816696
0.05,1,10,0.9,0.8,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,63176.868686415,646.310677098875
0.05,1,10,0.9,0.9,1350000,0.175491301906708,3.50982603813417,97.75,0.05,191899.738634986,1963.16868168783
0.05,1,10,0.9,0.9,5e+05,0.175491301906708,3.50982603813417,97.75,0.05,71073.9772722169,727.099511736234
0.05,2,2.5,0.5,0.1,1350000,0.138697414234095,1.84287776258875,192.5625,0.0975,9362.0754608014,48.6183730518735
0.05,2,2.5,0.5,0.1,5e+05,0.138697414234095,1.84287776258875,192.5625,0.0975,3467.43535585237,18.0068048340272
0.05,2,2.5,0.5,0.2,1350000,0.138697414234095,1.84287776258875,192.5625,0.0975,18724.1509216028,97.2367461037471
0.05,2,2.5,0.5,0.2,5e+05,0.138697414234095,1.84287776258875,192.5625,0.0975,6934.87071170474,36.0136096680545
0.05,2,2.5,0.5,0.3,1350000,0.138697414234095,1.84287776258875,192.5625,0.0975,28086.2263824042,145.855119155621
0.05,2,2.5,0.5,0.3,5e+05,0.138697414234095,1.84287776258875,192.5625,0.0975,10402.3060675571,54.0204145020817
0.05,2,2.5,0.5,0.4,1350000,0.138697414234095,1.84287776258875,192.5625,0.0975,37448.3018432056,194.473492207494
0.05,2,2.5,0.5,0.4,5e+05,0.138697414234095,1.84287776258875,192.5625,0.0975,13869.7414234095,72.0272193361089
0.05,2,2.5,0.5,0.5,1350000,0.138697414234095,1.84287776258875,192.5625,0.0975,46810.377304007,243.091865259368
0.05,2,2.5,0.5,0.5,5e+05,0.138697414234095,1.84287776258875,192.5625,0.0975,17337.1767792618,90.0340241701362
