"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"NCD_CCS_hpv","PUBLISHED","2019","EUR","AUT","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","AZE","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","BDI","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","BEL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","BEN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","BFA","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","BGD","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","BGR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","BHR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","BHS","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","BIH","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","BLR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","BLZ","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","BOL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","BRA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","BRB","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","BRN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","BTN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","BWA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","CAF","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","CAN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","CHE","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","CHL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","CHN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","CIV","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","CMR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","COD","No response","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","COG","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","COK","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","COL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","COM","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","CPV","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","CRI","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","CUB","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","CYP","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","CZE","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","DEU","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","DJI","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","DMA","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","DNK","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","DOM","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","DZA","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","ECU","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","EGY","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","ERI","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","ESP","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","EST","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","ETH","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","FIN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","FJI","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","FRA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","FSM","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","GAB","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","GBR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","GEO","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","GHA","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","GIN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","GMB","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","GNB","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","GNQ","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","GRC","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","GRD","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","GTM","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","GUY","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","HND","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","HRV","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","HTI","Don't know","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","HUN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","IDN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","IND","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","IRL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","IRN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","IRQ","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","ISL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","ISR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","ITA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","JAM","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","JOR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","JPN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","KAZ","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","KEN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","KGZ","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","KHM","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","KIR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","KNA","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","KOR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","KWT","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","LAO","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","LBN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","LBR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","LBY","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","LCA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","LKA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","LSO","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","LTU","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","LUX","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","LVA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","MAR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","MCO","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","MDA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","MDG","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","MDV","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","MEX","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","MHL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","MKD","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","MLI","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","MLT","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","MMR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","MNE","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","MNG","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","MOZ","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","MRT","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","MUS","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","MWI","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","MYS","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","NAM","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","NER","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","NGA","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","NIC","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","NIU","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","NLD","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","NOR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","NPL","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","NRU","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","NZL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","OMN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","PAK","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","PAN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","PER","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","PHL","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","PLW","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","PNG","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","POL","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","PRK","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","PRT","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","PRY","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","QAT","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","ROU","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","RUS","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","RWA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","SAU","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","SDN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","SEN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","SGP","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","SLB","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","SLE","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","SLV","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","SMR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","SOM","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","SRB","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","SSD","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","STP","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","SUR","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","SVK","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","SVN","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","SWE","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","SWZ","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","SYC","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","SYR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","TCD","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","TGO","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","THA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","TJK","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","TKM","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","SEAR","TLS","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","TON","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","TTO","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","TUN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","TUR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","TUV","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","TZA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","UGA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","UKR","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","URY","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","USA","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EUR","UZB","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","VCT","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AMR","VEN","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","VNM","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","VUT","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","WPR","WSM","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","EMR","YEM","No","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","ZAF","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","ZMB","Yes","","","","","",""
"NCD_CCS_hpv","PUBLISHED","2019","AFR","ZWE","Yes","","","","","",""
